food_name,Ingredients,Steps,popularity,URL,jenis_makanan,age,calories,title_length,title_word_count,num_ingredients,ingredients_length,num_steps,steps_length,url_length,loves_usia_interaction,age_group,food_category
Gurame kuah kuning,3 ekor gurame uk sedang--Bumbu halus :--7 siung bawang merah--3 siung bawang putih--25 cabe rawit merah / sesuai selera--1/2 sdt lada--1 jari kunyit--1 ruas jari jahe--Bumbu keprek--3 lembar daun salam--2 batang sereh--1 buah tomat (iris)--1 batang daun bawang & sledri (iris)--Minyak--Air--Garam--Sasa--,"Bersihkan gurame, potong menjadi 2 bagian / sesuai kebutuhan--Siapkan wajan, tumis bumbu halus sampai harum, masukan tomat, daun salam & sereh beri sedikit air--Masukan ikan aduk2 sampai meresap bumbu.. baru tambahkan air secukupnya sesuai selera--Tambahkan garam & sasa.. tunggu mendidih masukan daun bawang & sledri. tes rasa, angka & sajikan--",3,/id/resep/4224995-gurame-kuah-kuning,ikan,54,1083.36,18,3,18,304,5,346,36,162,Lansia,Lainnya
Ikan gembung tauco cabe ijo,1/2 kg ikan gembung--1 ons Tauco--sesuai selera Cabe ijo--sesuai selera Cabe rawit--5 siung Bawang merah--3 siung Bawang putih--sesuai selera Tomat--Garam--Gula--Air--Minyak goreng--,"Bersihkan ikan hingga bersih.--Goreng ikan pada minyak yg sudah dipanaskan, tetapi jangan terlalu garing. Angkat dan sisihkan--Iris bawang merah,bawang putih, cabe ijo dan tomat. lalu tumis sampai harum.--Kemudian masukkan tauco kedalam tumisan bumbu. Dan tambahkan sedikit air (agar ada sedikit kuah nantinya) dan gula jangan lupa. icip icip rasa. Jika kurang asin,maka bisa ditambahkan garam--Aduk2 sebentar.jika sudah pas,angkat. Dan hidangkan pada piring saji--",11,/id/resep/4232503-ikan-gembung-tauco-cabe-ijo,ikan,10,1380.8,27,5,12,182,6,465,45,110,Remaja,Lainnya
Papeda Kakap Kuah Kuning,3 ekor ikan kakap--Sagu--4 butir kemiri--7 siung bawang putih--10 siung bawang merah--1 sdm merica bubuk--3 helai serai--3 lembar daun salam--3 lembar daun jeruk--4 buah cabe keriting/cabe besar--Kemangi--1 ruas jari kunyit--1 ruas jari jahe--1 ruas jari lengkuas--4 buah tomat--10 buah belimbing wuluh--Garam--Penyedap rasa--,"Potong ikan kakap menjadi 3 bagian. Cuci bersih. Potong / iris (tomat, belimbing wuluh)--Rebus air hingga mendidih. Cuci bersih sagu, siapkan wadah (baskom). Sagu yg sdh di cuci bersih di tuang kedalam baskom. Tuang perlahan air mendidih pd sagu, aduk hingga rata sampai sagu menjadi bening (tandanya sagu mateng merata sempurna)--Bumbu yg harus dihaluskan (bawang merah, bawang putih, kemiri, merica, jahe, kunyit, cabe keriting) untuk serai dan lengkuas cukup di geprek sj.--Panaskan minyak goreng, tumis bumbu yg sdh dihaluskan, masukkan serai, lengkuas, daun jeruk, daun salam dan ikan kakap yg sdh di cuci bersih. Tambahkan garam dan penyedap rasa. Beri secukupnya air, tunggu -+ 20 menit (sampai mendidih)--Setelah mendidih, masukkan kemangi, belimbing wuluh, tomat yg sdh di potong. Kakap kuah kuning siap saji.--Cara menghidangkannya, tuang sagu/papeda ke dalam wadah (mangkok atau piring) siram dengan kuah kakap beserta ikan kakapnya. Papeda kakap kuah kuning siap di santap hangat - hangat. Selamat mencoba 😊--",12,/id/resep/4231672-papeda-kakap-kuah-kuning,ikan,42,1016.8,24,4,19,326,7,1021,42,504,Dewasa,Lainnya
Ikan tongkol sayur asem,1 ekor ikan tongkol--Bahan yg dihaluskanh:--4 siung  bawang mera--1 siung bawang putih--Kunyit--Jahe--Serei--3 buah tomat--Pelengkap--bila suka Daun bawang--Daun salam--secukupnya Garam--,"Bersihkan ikan, setelah bersih dicuci dibubuhi garam dan asam--Haluskan bahan bahan--Letakkan ikan dalam wajan dan masukkan bumbu halus serta bahan pelengkap--Beri air hingga ikan terendam--Masak hingga air tgl sedikit.--Siap dihidangkan--",4,/id/resep/4230119-ikan-tongkol-sayur-asem,ikan,64,733.79,23,4,13,187,7,239,41,256,Lansia,Lainnya
Sop nila labuh siam sederhana,3 buah baby labuhsiam--2 buah wortel--1 ekor ikan nila--Bumbu halus :--1 sdt lada bubuk--3 siung bawang putih besar--Garam penyedap--1 ltr air--,"Labuhsiam potong sesuai selera. Bersihkan ikan nila. Potong wortel sesuai selera.--Masukan bumbu halus, semua sayuran, ikan dan air.--Masak sampai sayuran empuk. Tambahkan garam dan penyedap. Koreksi rasa.--Angkat sajikan..--",7,/id/resep/4231630-sop-nila-labuh-siam-sederhana,ikan,21,1179.85,29,5,9,144,5,225,47,147,Dewasa Muda,Lainnya
Gurami Telur Asin,1/2 kg Gurame Fillet--2 Butir Telur Asin Matang--10 sdm Tepung Maizena--5 sdm Tepung Serbaguna (saya pakai sajiku)--3 sdm Mentega--1 Batang Daun Bawang (pakai Daunnya saja)--Secukupnya Garam--Secukupnya Lada--,"Cuci bersih Gurami--Masukkan Gurami ke dalam wadah, taburi garam dan lada secukupnya jangan terlalu banyak. Diamkan selama 10 menit--Campurkan Tepung Maizena dan Tepung Serbaguna ke dalam wadah kemudian masukkan Gurami yg telah direndam tadi ke wadah yang berisi tepung lalu bolak balik sampai Gurami tertutup tepung--Panaskan minyak. Goreng Gurami setengah matang. Lalu angkat dan masukkan dalam tepung tadi lagi, kemudian goreng kembali hingga matang (optional, atau boleh juga dengan satu kali goreng hingga Gurami matang) kemudian angkat.--Ambil 2 buah Telur Asin ambil kuningnya saja.--Kemudian lumatkan kuning telur dengan sendok--Siapkan teflon atau wajan, masukkan mentega hingga sekiranya panas kemudian masukkan kuning telur asin ke dalam teflon hingga berbuasa--Masukkan Daun Bawang dan Gurami yang telah digoreng tadi, aduk hingga merata--Matikan kompor, Gurami Siap disantap.--",7,/id/resep/4064995-gurami-telur-asin,ikan,76,979.41,17,3,9,209,10,890,35,532,Lansia,Lainnya
Ikan baung goreng cabeijo mix jengkol,"4 potong ikan baung--1/2 ons cabe ijo--20 buah cabe rawit--5 siung bawang merah iris²--1 siung bawang putih iris²--1 buah tomat ijo--Garam, gula, r*y*o sckup'y--Minyak goreng sckup'y--5 buah jengkol potong 2--",Cuci bersih ikan baung. Kemudian kasi perasan jeruk nipis+garam. Diamkan kurleb 30mnit. Kemudian goreng ikan'y. Tiriskan. Lanjut goreng sbntr jengkol. Tiriskan--Uleq cabe ijo+cabe rawit.Kemudian tumbuk kasar tomat ijo. Kemudian tumis. Jgn lupa kasi garam+gula+r*y*o. Masukan irisan bawang merah dan bawang putih. Aduk² sampai aroma langu cabeijo'y tdk ketara lgi--Jgn lupa cek rasa. Masukkan ikan baunh goreng'y bserta jengkol. Aduk².kemudian hidangkan. Done.. Udh jadii yess--,0,/id/resep/4231310-ikan-baung-goreng-cabeijo-mix-jengkol,ikan,66,137.89,37,6,10,209,4,477,55,0,Lansia,Lainnya
Papuyu Sambal Acan,Ikan Papuyu--6 Bawang Merah--3 Bawang Putih--10 cabai rawit--2 cabai merah besar--Terasi di bakar--Ramania atau gandaria (opsional)--Garam--,"Goreng Ikan Papuyu, sisihkan--Goreng bawang merah, bawang putih, cabai rawit dan besar, ulek kasar, campur terasi dan garam, masukkan Ramania.--Taruh ke ulekkan ikan papuyu lalu penyet, dan sajikan.--",4,/id/resep/4231150-papuyu-sambal-acan,ikan,41,188.71,18,3,9,140,4,200,36,164,Dewasa,Lainnya
Gurame saus padang daun jeruk,1 ekor gurame--Bumbu-bumbu--2 siung bawang putih--1/2 bawang bombay--1 bawang daun--10 cabe keriting dihaluskan--1 ruas jahe di geprek--Bumbu tambahan--Garam--Gula putih--secukupnya Asam jawa--Daun jeruk--Saus titam--Saus cabe--,"Goreng gurame dng api panas sampai matang--Tumis bumbu yg sudah dihaluskan cabe, jahe,bawang putih dan bawang bombay aduk hingga wangi--Masukan air secukupnya, garam, lada, gula putih, saus tiram dan saus cabe terakhir daun jeruk dan daun bawang--Koreksi rasa--Siap disajikan--Selamat mencoba mom--",5,/id/resep/4230987-gurame-saus-padang-daun-jeruk,ikan,24,104.98,29,5,15,228,7,298,47,120,Dewasa Muda,Lainnya
Sarden kaleng pedas simpel,"1 kaleng sarden (sy pake ABC)--4 siung bawang merah (iris halus)--2 siung bawang putih (iris halus)--1/2 ruas jahe (iris halus)--Iris Cabe rawit 5 buah (boleh lebih sesuai selera)--Minyak goreng--Penyedap rasa (sesuai selera, kalo sy sih gak pake)--secukupnya Garam--","Pisahkan ikan sarden yang didalam kaleng dari bumbunya--Panaskan minyak goreng, lalu goreng sarden hingga matang atau kering (sebenernya gak digoreng dulu jg gak apa2, tapi lebih enak digoreng dulu). Jika sudah kering angkat dan tiriskan.--Tumis bumbu bawang, dll hingga harum.--Masukan bumbu bawaan di kaleng tadi sambil diberi garam dan penyedap lainnya. Aduk2 hingga matang atau mendidih.--Siapkan wadah, letakkan ikan sarden yg sudah digoreng tadi ke wadah, lalu siram dengan bumbu yg sudah matang tadi diatas ikan sardennya.--Yummiiiiiii sarden siap disantap ❤--",30,/id/resep/4231012-sarden-kaleng-pedas-simpel,ikan,35,712.38,26,4,9,267,7,567,44,1050,Dewasa,Lainnya
Tumis klotok mantap,4 klotok--3 bawang merah--3 bawang putih--3 cabe kecil--3 lombok hijau ale--Sdikit gula--Sdikit garam--1 tomat--,Rajang smua bahan lalu tumis bawang putih dan bawang merah stengah matang hingga harum.--Masukkan klotok yg sudah dirajang bersama lombok ijo ale dan cabe kecil tambahi garam dan gula--Masukan tomat. Oseng oseng agar tercampur rata. Lalu koreksi rasa. Jika sudah pas. Lalu sajikan hngat hangat. Dan mantap pol dimakan sama nasi. Ludes deh nasi dirumah. Bisa ditambah pete juga klo pengen makin nampol--,7,/id/resep/4231115-tumis-klotok-mantap,ikan,56,1247.49,19,3,9,112,4,402,37,392,Lansia,Tumis
Kakap kuah pedas,2 ekor Ikan kakap--secukupnya Daun kemangi--4 siung Bawang merah--5 siung bawang putih--1 batang sereh--2 lembar daun jeruk--1 lembar daun salam--secukupnya Garam--secukupnya Gula--secukupnya Merica--5 buah cabai (sesuai selera)--3 buah kemiri--2 buah tomat--Perasan jeruk nipis--,"Cuci ikan kakap, beri perasan jeruk nipis supaya tidak amis--Goreng ikan kakap setengah matang (boleh sampai garing sesuai selera)--Haluskan bumbu (bawang putih, bawang merah, kemiri, kunyit, cabai merah keriting)--Panaskan minyak, tumis bumbu hingga harum--Setelah bumbu harum tambah batang sereh, daun jeruk, daun salam tumis hingga layu--Tambahkan air secukupnya--Masukan tomat dan cabai utuh lalu beri garam, gula, merica secukupnya--Masukan ikan kakap yang sudah digoreng--Tambah kemangi dan perasan jeruk nipis (untuk perasan jeruk nipis sesuai selera bisa iya atau tidak)--Tunggu hingga bumbu meresap, ikan kakap kuah pedas siap dihidangkan--",1,/id/resep/4231167-kakap-kuah-pedas,ikan,30,503.97,16,3,15,280,11,649,34,30,Dewasa Muda,Lainnya
Patin Bumbu Kuning,1 ekor patin (potong 5 bagian)--300 ml air--Secukupnya garam & gula--2 sdm minyak goreng--1 ikat kemangi--1 batang serai (geprek dan iris memanjang)--Bumbu halus :--6 siung bawang merah (uk sedang)--2 siung bawang putih (uk sedang)--10 buah cabai rawit--3 cm kunyit--Secukupnya merica--,"Panaskan minya goreng, masukkan bumbu halus dan serai yang sudah digeprek--Tumis hingga bumbu harum--Masukkan air matang, masukkan garam dan gula secukupnya, biarkan hingga mendidih--Tes rasa, jika dirasa sudah cukup masukkan ikan patin--Biarkan air menyusut, masukkan daun kemangi, aduk sebentar--Dan siap dihidangkan..--",6,/id/resep/4231123-patin-bumbu-kuning,ikan,57,607.03,18,3,13,286,7,322,36,342,Lansia,Lainnya
Gulai Ikan Patin,1 kg Ikan Patin--2 siung bawang putih--1 siung bawang bombay--3 buah Asam Kandis--2 buah cabe keriting--1 ons cabai gendot--Secukupnya Lada bubuk--Secukupnya garam--Secukupnya gula putih--1 bungkus bumbu Gulai (mymo pake cap pohon mangga)--2 lembar daun jeruk--1 buah Santan cair--Secukupnya penyedap rasa--,"Bersihkan ikan patin yang sudah di potong sesuai selera lalu taburi dengan garam, perasan lemon / cuka, diamkan selama 10 menit (sisihkan)--Tumis bawang bombay, bawang putih dan cabai rawit dan cabai gendot, jika aroma sudah tercium wangi, tambahkan air sedikit--Masukan lembaran daun jeruk, dan masukan ikan patin, aduk sebentar lalu tambahkan lagi air--Setelah itu masukan bumbu gulai dan santan cair. Tambahkan garam, gula putih, lada bubuk, penyedap rasa dan asam kandis. Aduk2 jangan sampai pecah santan sampai ikan patin matang sempurna.--Matikan api.. Gulai Ikan Patin siap disajikan dengan nasi hangat--",1,/id/resep/4230792-gulai-ikan-patin,ikan,47,1368.74,16,3,14,307,6,611,34,47,Dewasa,Kari
Ikan Kembung Tahu sambal pedas manis,1/2 kg ikan kembung kecil--6 buah tahu kuning--Secukupnya minyak--Secukupnya garam--Secukupnya gula--Secukupnya penyedap rasa--Bumbu halus🌶 :--2 siung bawang putih--5 siung bawang merah--15 buah cabe rawit merah--,"Cuci bersih ikan kembung dan tahu, rendam dengan air garam dan diamkan selama 5 menit lalu goreng secara bergantian.--Sambil menunggu ikan dan tahu matang. Haluskan bawang putih, bawang merah dan cabe.--Jika ikan dan tahu sudah matang, angkat dan sisihkan. Lalu tumis bumbu halus, masukan garam, gula dan penyadap rasa secukupnya.--Aduk-aduk sebentar. Masak hingga matang. Jika sudah pas masukkan ikan dan tahu, aduk smpai rata.--Masakkan siap dihidangkan. Selamat mencoba☺️--",1,/id/resep/4227950-ikan-kembung-tahu-sambal-pedas-manis,ikan,35,1263.51,36,6,11,213,6,476,54,35,Dewasa,Lainnya
Spaghetti la Fonte hot tuna with cheese,"1 kotak spaghetti la fonte--1 bungkus saus Hot Tuna La Fonte--100 gr Keju Craft--secukupnya minyak--3 siung bawang putih (biar lebih wangi)--9 buah cabai rawit (kalau mau pedas, gak pakai juga gak apa)--secukupnya Lada--","Rebus spaghetti kurleb 15menit. Tambah minyak supaya tidak lengket nantinya setelah masak. Lalu tiriskan.--Tumis bawang putih dan cabai, kemudian masukan saus kedalam.--Kemudian, letak spaghetti diatas piring dan tuangkan saus sesuai selera.--Parut keju diatas spaghetti.--Spaghetti siap disajikan. Jika ingin dihias silahkan sesuai selera.--",5,/id/resep/4230313-spaghetti-la-fonte-hot-tuna-with-cheese,ikan,19,1014.32,39,7,8,220,6,342,57,95,Remaja,Lainnya
Tongkol suwir sedap,500 gram tongkol--Sereh (geprek)--Daun salam--Daun jeruk--Lengkuas (geprek)--Bumbu halus--5 buah bawang merah--3 buah bawang putih--Jahe--2 buah kemiri--13 buah cabe rawit (terserah berapa banyaknya)--Gula garam minyak--,"Cuci bersih ikan tongkol kemudian kukus selama kurang lebih 20 menit, kemudian suwir2--Ulek bumbu halus,kemudian tumis sampai harum masukkan sereh,daun jeruk dan daun salam--Ketika bumbu dirasa sudah matang,beri sedikit air masukkan tongkol suir jangan lupa masukkan gula dan garam secukupnya,kemudian icip2 bila sudah pas siap untuk disajikan..--",4,/id/resep/4230355-tongkol-suwir-sedap,ikan,8,436.87,19,3,13,220,4,347,37,32,Remaja,Lainnya
Otak otak bandeng goreng telor,2 ekor otak otak bandeng--1 butir telor--secukupnya Masako--,Potong otak bandeng yang sudah dilepaskan daun pisang tadi--Pecahkan telor kedalam mangkok aduk rata beri masako--Masukkan otak otak bandeng kedalam telor yang sudah diberi masako lalu goreng--Panaskan minyak n goreng sampai kuning kecokelatan--Jika sudah matang angkat n tiriskan kedalam piring--Siap disajikan--Selamat mencoba--,17,/id/resep/4230368-otak-otak-bandeng-goreng-telor,ikan,26,219.71,30,5,4,60,8,330,48,442,Dewasa Muda,Lainnya
Ikan Kembung Balado,1 kg ikan kembung--5 cabe merah--5 cabe rawit orange--6 bawang merah--4 bawang putih--Lengkuas--2 sdt garam--1/2 sdt gula pasir--1 sdt lada bubuk--secukupnya Air--1 1/2 Jeruk nipis--1/2 tomat merah--,"Bersihkan ikan, lalu lumuri dengan 1 jeruk nipis dan garam secukupnya, diamkan 1/2 jam, lalu goreng kering.--Haluskan cabai, bawang merah, bawang putih, dan tomat (jangan terlalu halus).--Geprek lengkuas--Panaskan minya di penggorengan, lalu tumis bahan bahan yg telah dihaluskan, masukkan garam, gula, dan lengkuas. Tambahkan air sedikit saja.--Masakan siap dihidangkan.--",32,/id/resep/4230251-ikan-kembung-balado,ikan,71,73.29,19,3,13,199,6,373,37,2272,Lansia,Lainnya
Lele kuah santan kemangi🦈🐟,"1 kg lele uk sedang (12 ekor)--2 ikat kemangi..petik daunnya--1 bh bawang bombay iris tipis--2 daun jeruk--1 ruas lengkuas.. Di geprek--Secukupny minyak goreng--5 tetes minyak zaitun(bisa diskip)--1 bks Santan Kara..--Sesuai selera garam,gula,lada bubuk--Bumbu halus--10 btr bawang merah--6 btr bawang putih--15 cabe merah--5 cabe rawit--4 btr kemiri--1 sdt ketumbar--Sdkit kencur--Seruas kunyit--","Panaskan minyak...goreng lele setengah matang--Tumis bawang bombay sampai harum. Lalu masukkan bumbu halusny dan lengkuas. Tumis sampai matang--Setelah itu tambahkan air.. Begitu mendidih masukkan santan kara.. Aduk. Biar gk pecah santannya--Stelah mendidih tambahkan garam, gula, lada bubuk, minyak zaitun sesuai selera.. Tes rasa--Setelah rasa ok.. Masukkan lele hingga bumbu meresap.. Setelah itu masukkan daun kemangi dan daun jeruk--Jadi deeh.. Selamat mencoba😄--",4,/id/resep/4230047-lele-kuah-santan-kemangi%F0%9F%A6%88%F0%9F%90%9F,ikan,30,205.17,26,4,19,397,7,468,66,120,Dewasa Muda,Lainnya
Balado tongkol,"1 ons tongkol--1 bks bumbu instan balado--3 .Bawang merah,--2 bawang putih--Tomat sptong sz--sesuai selera Gula pasir--Royco sesuai selera jg--","Bawang merah, putih, tomat d haluskan...--Panaskn minyak sdikit sz lalu tumis bumbu yg td d haluskan.. Masukn jg bumbu instan balado...--Stlah matang bumbu ambil sbagian sisakn sdikit d penggorengan.. Nah sbagian bumbu td bisa d simpan d kulkas buat masak berikut nya😊--Nah yg td bumbu d pengorengan kasih air sedikit.. Lalu masukan tongkol nya.. Masukn gula, royco... Tunggu masak.. hidangkn--Jngan lupa sanguan oke.. Oiya krn saya cuma msk tongkol seons.. Bumbu yg d pke hnya sesendok mkn az..Bumbu yg saya bikin bisa buat 1/2 kilo tongkol--",3,/id/resep/4230178-balado-tongkol,ikan,7,474.26,14,2,8,143,6,543,32,21,Remaja,Lainnya
Ikan Tongkol Balado,"1 kg ikan tongkol--Air jeruk nipis--Secukupnya garam, gula pasir--Bumbu yg ditumbuk kasar:--20 bawang merah--25 cabe merah keriting--10 cabe rawit--","Ikan diberi air jeruk nipis dan diamkan sebentar. Kemudian goreng ikan hingga matang.--Tumis bumbu yg ditumbuk hingga harum dan matang. Tambahkan garam dan gula pasir.--Masukkan ikan yg sudah digoreng dan aduk merata. Koreksi rasa, angkat, sajikan.--",10,/id/resep/4202987-ikan-tongkol-balado,ikan,67,850.1,19,3,8,148,4,250,37,670,Lansia,Lainnya
Gurami crispy + sambal terong,1 ekor gurami (di polong filled)--1 butir telor--Bahan tepung :--Tepung crispy (saya pakai sajiku)--secukupnya Garam--Bahan rendaman ikan :--1 Bawang putih--1/2 sdt  merica--,"Cuci bersih ikan, dan potong filled, taburi dg air jeruk biar gak amis dan cuci. Masukkan dalam bahan rendaman.--Telor di kocok, kemudian masukkan ikan kke dalam telor. Kemudian pindah ikan ke tepung terigu, titup seluruh permukaan ikan dg tepungnya.--Goreng sedikit"" dalam minyak yg sudah banyak. Goreng sampai terlihat agak kecoklatan (sampai crispy)--Angkat ikan dan siyap dihidangkan dg nasi hangat dan sambal terong.--",2,/id/resep/4229417-gurami-crispy-sambal-terong,ikan,65,142.8,29,5,9,174,5,423,45,130,Lansia,Lainnya
Pepes Bandeng Presto,"1,5 kg bandeng presto--Daun pisang--4 buah cabe besar hijau--Bumbu halus :--15 buah bawang merah--8 buah bawang putih--8 buah cabe merah--4 cm kunyit--6 cm lengkuas--3 cm jahe--7 buah cabe rawit--2 buah tomat uk. Sedang--Secukupnya gula garam--","Haluskan bumbu, tambahkan garam dan gula, tuangkan pada bandeng presto. Diamkan kurang lebih 1 jam.--Iris serong cabe ijo. Campur.--Bungkus bandeng presto yg sudah dicampur bumbu halus dan cabe ijo.--Kukus selama 40 menit. Panggang di wajan anti lengket supaya kering. Pepes bandeng presto siap dihidangkan.--",5,/id/resep/4028851-pepes-bandeng-presto,ikan,36,247.53,20,3,14,244,5,309,38,180,Dewasa,Lainnya
Dadar Spesial isi Tahu Tongkol,1 butir telur--1 potong tahu cina--1 potong ikan cue tongkol--secukupnya Daun bawang dan lalapan--,"Goreng tahu cukup setengah matang, lalu ditiriskan--Goreng ikan tongkol sampai garing, lalu ditiriskan--Iris sampai halus ikan tongkol dan tahu--Tuangkan irisan ikan tongkol dan tahu ke dalam wadah, tuangkan hanya setengah nya saja. Karena sisanya akan di sajikan diakhir.--Lalu aduk ikan tongkol, tahu, dan telur hingga merata--Siapkan penggorengan dan tuangkan minyak sedikit saja--Goreng telur dadarnya, hingga garing, lalu tiriskan.--Gulung telur dadar tersebut--Lalu tabur ikan tongkol, dan tahu, kemudian sajikan lalapan dan sambal--Selamat menikmati--",6,/id/resep/4228073-dadar-spesial-isi-tahu-tongkol,ikan,25,312.57,30,5,5,98,11,558,48,150,Dewasa Muda,Lainnya
Sup Ikan Kakap,2 buah ikan kakap segar ukuran sedang--1 buah serai geprek--2 buah daun jeruk--2 buah daun salam--1 ikat daun kemangi--1 buah jeruk nipis (ambil airnya)--Secukupnya minyak--1 liter air--2 bonggol daun bawang (iris seukuran 2 ruas jari)--Bumbu iris :--5 siung bawang merah--5 siung bawang putih--4 buah cabe keriting merah--3 buah cabe keriting hijau--3 buah cabe rawit--1 buah tomat--,"Potong ikan menjadi 4-6 bagian (tergantung besarnya).--Tumislah bumbu iris sampai harum (tanpa tomat) masukkan daun jeruk, daun salam, dan sereh.--Tuangkan air dan masak sampai mendidih. Tambahkan air perasan jeruk nipis.--Masukkan ikan, dan bumbu seperti gula, garam, potongan tomat. Cek rasanya.--Masak hingga matang. Tambahkan potongan daun bawang dan daun kemangi. Sajikan.--",33,/id/resep/4047780-sup-ikan-kakap,ikan,37,966.37,14,3,17,384,6,379,32,1221,Dewasa,Sup
Pindang Patin,Bahan Utama :--1 ekor Ikan Patin--750 ml air--Bumbu Ulek :--6 bawang merah--3 bawang putih--1 ruas kunyit--2 cabe keriting merah--2 cabe rawit--Bumbu Pelengkap :--2 lembar daun jeruk--1 sereh (digeprek)--1 ruas lengkuas (digeprek)--1 ruas jahe (digeprek)--1 sdm asam jawa (dicampur air nanti disaring)--1 1/2 sdt garam--1 sdt gula pasir--1 sdm kecap manis--Bahan Pelengkap :--2 buah tomat hijau--1 batang daun kemangi--1 buah tomat merah--1/2 buah nanas--1 batang daun bawang--,"Cuci bersih ikan patin yang sudah di potong.--Didihkan air di dalam panci. Setelah mendidih masukkan bumbu ulek hingga harum.--Selanjutnya masukkan bumbu pelengkap hingga harum.--Masukkan ikan patin hingga mendidih kembali dan ikan setengah matang.--Setelah ikan patin setengah matang masukkan bahan pelengkap hingga matang.--Koreksi rasa, kalau sudah pas tunggu sampai ikan patin matang.--Angkat dan sajikan. 😊--",56,/id/resep/4228016-pindang-patin,ikan,1,942.9,13,2,25,477,8,413,31,56,Remaja,Lainnya
Ikan bandeng bumbu kuning santan,"1 bandeng ukuran besar (kalo aku dipotong jadi 6)--50 ml santan--1 batang sereh--sedikit lengkuas (lengkuas nya d.geprek aja)--3 kunir--2 kemiri--1 jahe--5 siung bawang merah--4 siung bawang putih--cabe (sesuai selera)--3 cabe ijo--3 daun salam--garam, gula, dan penyedap rasa--","Cuci ikan bandeng sampai bersih--Goreng ikan setengah mateng (bisa digoreng ato tidak sesuai selera)--Uleg bumbu halus, kemiri, kunyit.jahe..--Tumis bawang merah, bawang putih, cabe.. Masukan bumbu halus..masukan sereh. Daun salam.masukan lengkuas yg sudah d. Memarkan, Kasih sedikit gula.. penyedap rasa. Sedikit garam.--Beri sedikit air. Tunggu sampe mendidih.. Lalu masukan santan (diaduk ya bun biar gk pecak)--Tunggu sampe mendidih.. Ikan siap dimasukan, tes rasa--Ikan bandeng bumbu kuning santan siap disantap. Pake nasi anget2 mantapp--",11,/id/resep/4227440-ikan-bandeng-bumbu-kuning-santan,ikan,15,848.61,32,5,14,278,8,544,50,165,Remaja,Lainnya
Ikan tongkol panggang masak pedas.,"1 kg ikan tongkol--1 bh terong (Adax cm itu di lemari es)--1 bks tahu (goreng 1/2 matang)--5 bh bawang merah--2 bh bawang putih--Santan (optional)--Kemiri,ketumbar,gula,garam (secukupnya)--10 bh cabe (jika kurang pedas bisa di tambah sndiri)--Daun jeruk, salam, laos, serai,,--","Panggang ikan tongkol dl(klu lgsg beli yg sdh di panggang ada)--Haluskan semua bumbu kecuali daun jeruk,salam, laos, serai(geprek)--Tumis bumbu halus td,, masukan tmbhn bumbu yg tdk di haluskan tadi--Campur hingga harum setelah harum masukan tahu, tambahkan air sesuai selera,,--Masukan santan,, tmbhkan garam,gula,icip klu di rasa sdh pas rasax masukkan ikan tongkolx yg sdh di panggang td,,--Tggu sampai mendidih dan bumbu merasuk ke dalam ikan--Siap di hidangkan--",2,/id/resep/4226462-ikan-tongkol-panggang-masak-pedas,ikan,37,413.23,34,5,10,277,8,467,51,74,Dewasa,Bakar
Pan Fry Salmon With Chili Basil Sauce,"500 gram (2 pcs) steak salmon--1 buah Jeruk nipis/lemon--20 lembar (Segenggam) Daun Kemangi--8 siung bawang putih--2 buah tomat--4 siung bawang merah--2 buah cabai merah besar--8 buah cabai rawit / sesuai selera--2 butir kemiri--secukupnya garam, merica & gula--","Marinade ikan dengan taburi air jeruk nipis, garam dan merica pada seluruh permukaan ikan--Rebus sebentar semua bahan bumbu (bawang merah, bawang putih, cabai, tomat) angkat dan tiriskan--Blender halus bumbu yang sudah direbus (ngulek lebih baik)--Tambahkan garam dan kemiri--Masukkan daun kemangi pada sambal yang sudah di blend / ulek.--Panaskan teflon/grill dengan api sedang.--Pan fry steak salmon hingga setengah matang (sesuai keinginan) -/+ 30 detik), sisihkan di piring saji.--Sambal yang sudah di blender di tumis lagi sebentar -/+ 1 menit untuk menghilangkan kadar air yang keluar banyak dari tomat.--Sajikan ikan di siram dengan sambal kemangi nya.--",9,/id/resep/4225848-pan-fry-salmon-with-chili-basil-sauce,ikan,13,588.12,37,7,11,262,10,661,55,117,Remaja,Lainnya
Ikan kembung balado,"3 ekor ikan kembung--1/2 buah jeruk nipis--bumbu balado--4 bawang merah--3 bawang putih--3 cabe kriting--2 cabe rawit--1 buah tomat, gula, garam, minyak goreng--bumbu buat lumurin ikan--seruas jahe--seruas kunyit--1 sdt ketumbar--3 siung bawang putih--","Cuci bersih ikan kemudian lumurin dengan jeruk nipis dan bumbu, sisihkan biarkan sampai meresap--Panaskan minyak dan goreng ikan sampai matang dan kering,sisihkan--Panaskan minyak, tumis semua bumbu halus sampai harum, masukan gula dan garam,tnggu air sampai menyusut,sisihkan--Tata ikan di piring kemudian siram dengan bumbu yang di tumis td,,,sajikan--",8,/id/resep/4226917-ikan-kembung-balado,ikan,8,190.2,19,3,14,252,5,354,37,64,Remaja,Lainnya
